,ACK1,ACK2,ACK3,AN1,AN2,AN3,AR1,AR2,AR3,SCK2.1,SCK2.2,SCK2.3,SN2.1,SN2.2,SN2.3,SR1,SR2,SR3,YCK1,YCK2,YCK3,YN1,YN2,YN3,YR1,YR2,YR3
ASV_2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,41
ASV_2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
ASV_2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
ASV_2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
ASV_2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,18,0,0
ASV_2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,15,26
ASV_2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,12,14
ASV_2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,6,11,26
ASV_2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,35,0
ASV_2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
ASV_2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,0,0,0,0,0,0
ASV_2977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
ASV_2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
ASV_2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
ASV_2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
ASV_2981,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
ASV_2982,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25
ASV_2983,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
ASV_2984,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2985,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2986,0,0,12,0,0,0,0,0,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2987,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
ASV_2988,0,0,0,14,2,13,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2989,0,0,0,20,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ASV_2990,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
ASV_2991,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
ASV_2992,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ASV_2993,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0
ASV_2994,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,5,14,12,0,0,0,0,0,0,0,0,0
ASV_2995,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2996,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
ASV_2997,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,14
ASV_2998,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,12
ASV_2999,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3000,0,0,0,0,0,0,0,0,0,20,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3001,0,0,0,0,0,0,0,0,0,7,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3002,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ASV_3003,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3004,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3005,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
ASV_3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,35,8
ASV_3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
ASV_3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,46,0
ASV_3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,0,0,0,0,0,0
ASV_3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
ASV_3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
ASV_3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,34,0,0
ASV_3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
ASV_3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
ASV_3018,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3019,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ASV_3020,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3021,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
ASV_3022,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ASV_3023,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0
ASV_3024,0,0,32,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3025,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
ASV_3026,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0
ASV_3027,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3028,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,0,10
ASV_3029,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,28
ASV_3030,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3031,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,11,8,6,0,0,0,0,0,0,10,0,6
ASV_3032,0,0,0,0,0,0,15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3033,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
ASV_3034,0,0,0,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3035,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14
ASV_3036,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0
ASV_3037,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,5,4,0
ASV_3038,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21
ASV_3039,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,7
ASV_3040,0,0,0,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3041,0,0,0,0,0,0,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3042,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3043,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,6
ASV_3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,17,20
ASV_3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,25,0,0,0,0,0,0
ASV_3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,0,0,0,0,0
ASV_3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
ASV_3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0
ASV_3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,19
ASV_3051,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ASV_3052,6,0,0,0,0,0,0,0,0,8,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3053,4,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3054,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3055,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3056,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
ASV_3057,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3058,0,16,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3059,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3060,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0
ASV_3061,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3062,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0
ASV_3063,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0,6
ASV_3064,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,16,12
ASV_3065,0,0,0,0,0,0,12,12,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ASV_3066,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23
ASV_3067,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
ASV_3068,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,6,8,0,0,0,0,0,0,9,0,10
ASV_3069,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3070,0,0,0,0,0,0,0,0,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3071,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,16,0,14
ASV_3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,23,0,0
ASV_3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,26,15
ASV_3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0
ASV_3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,18,0,17
ASV_3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,0,0,0,0
ASV_3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,41,0
ASV_3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29,20
ASV_3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
ASV_3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,12
ASV_3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
ASV_3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,19,12
ASV_3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,9,12,14
ASV_3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,13,13
ASV_3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,8,0,3
ASV_3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,34,0
ASV_3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0
ASV_3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,9
ASV_3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
ASV_3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
ASV_3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,5
ASV_3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3
ASV_3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
ASV_3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20
ASV_3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
ASV_3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
ASV_3098,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0
ASV_3099,17,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV_3100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
ASV_3101,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
ASV_3102,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
ASV_3103,0,0,24,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
ASV_3104,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3105,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3106,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0
ASV_3107,0,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
ASV_3108,0,0,0,0,0,0,9,0,22,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0
ASV_3109,0,0,0,0,0,0,10,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3110,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
ASV_3111,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0
ASV_3112,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0,0
ASV_3113,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,21
ASV_3114,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26
ASV_3115,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ASV_3116,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6
ASV_3117,0,0,0,0,0,0,0,0,0,17,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3118,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3119,0,0,0,0,0,0,0,0,0,0,0,0,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3121,0,0,0,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3122,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3123,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3124,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,21,9
ASV_3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
ASV_3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,0,0,0,0,0,12,0
ASV_3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,23,0,0
ASV_3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
ASV_3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
ASV_3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,15,0,15
ASV_3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15,21
ASV_3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,15
ASV_3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
ASV_3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0
ASV_3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
ASV_3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
ASV_3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0
ASV_3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
ASV_3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0
ASV_3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
ASV_3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
ASV_3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10
ASV_3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
ASV_3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37
ASV_3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
ASV_3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
ASV_3147,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3148,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0
ASV_3150,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3151,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
ASV_3152,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,23,0,0,0,0,0,0,0
ASV_3153,0,8,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0
ASV_3154,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0
ASV_3155,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ASV_3156,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3157,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,26,0
ASV_3158,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0
ASV_3159,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,10
ASV_3160,0,0,0,0,2,0,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0
ASV_3161,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
ASV_3162,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,4,0,8
ASV_3163,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
ASV_3164,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0
ASV_3165,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0
ASV_3166,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
ASV_3167,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
ASV_3168,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,18,8
ASV_3169,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0
ASV_3170,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20
ASV_3171,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3172,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,15,16
ASV_3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,20,0,0,0,0,0,0,0
ASV_3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24
ASV_3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
ASV_3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,4
ASV_3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,4,13,19
ASV_3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,9,16
ASV_3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,0,0,0,0,0,0
ASV_3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,21,14
ASV_3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
ASV_3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
ASV_3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
ASV_3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,22,0,0
ASV_3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
ASV_3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,17,0,0
ASV_3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
ASV_3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
ASV_3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
ASV_3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
ASV_3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
ASV_3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,36
ASV_3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
